name,aliases,place,wikidata,coordinates,region,ru_group,usage
litvinenkovo,litvinenkovo;кен тогай;кен-тогай;кентогай;кентугай;литвиненкове;литвиненково,village,Q4263603,"[34.30858, 45.08755]",autonomous republic of crimea,,0
yablochnoe,yablochnoe;яблочное;яблучне,hamlet,Q4535980,"[34.6150778, 45.0795714]",autonomous republic of crimea,,0
spokiine,spokiine;дегерменджи;дегирменджи;дерменджи;дирменджи;керменчи;спокойное;спокійне;терменчи;терменчик;тирменчи;тырменчи,hamlet,Q4437996,"[34.2040154, 45.0744593]",autonomous republic of crimea,,0
ivanivka,ivanivka;ivanovka;ивановка;камишли;камышлы;іванівка,village,Q799983,"[33.661406, 45.0713337]",autonomous republic of crimea,,0
malenkoe,malenkoe;кичкене;кичкине;кичкне;маленьке;маленькое,village,Q4277702,"[33.9917, 45.0769]",autonomous republic of crimea,,0
michurinskoe,michurinskoe;кабурчак;кобурчак;мичуринское;мічурінське,village,Q4298350,"[34.7089, 45.07347]",autonomous republic of crimea,,0
zhaivoronky,zhaivoronky;жаворонки;жайворонки;ибраим бай;ибраим-бай,village,Q4177763,"[33.7559827, 45.0678088]",autonomous republic of crimea,,0
kurgannoe,kurgannoe;курганне;курганное;улу чокрак;улу-чокрак;фридрихсфельд;чурюк чокрак;чурюк-чокрак,village,Q4248019,"[33.9378, 45.06798]",autonomous republic of crimea,,0
urozhainoe,urozhainoe;брусилово;урожайне;урожайное;чоюнча;чоюнчи;чуюнчи,village,Q3506335,"[34.108413, 45.0673331]",autonomous republic of crimea,,0
kryvtsove,kryvtsove;бурундук;бурундук татарский;кривцове;кривцово;суслово;тобен сарай;тобен-сарай;тюбень сарай;тюбень-сарай,hamlet,Q4240941,"[34.8586738, 45.0718075]",autonomous republic of crimea,,0
sinne,sinne;сенное;сінне;тана гельды;тана ґельді;тана-гельды;тана-ґельді;танагельды,village,Q4416237,"[34.82632, 45.06523]",autonomous republic of crimea,,0
dolynne,dolynne;ак чора;ак-чора;акчора;долинне;долинное,village,Q4164981,"[34.9316971, 45.06386]",autonomous republic of crimea,,0
krymskaya roza,krymskaya roza;кримська роза;крымская роза,village,Q4242909,"[34.3613185, 45.0541774]",autonomous republic of crimea,,0
dmitrovo,dmitrovo;дмитрове;дмитрово;калму кара;калму-кара;калмук кара;калмук-кара,village,Q4162989,"[34.2564, 45.05939]",autonomous republic of crimea,,0
shkolnoe,shkolnoe;висла;нип 10;нип-10;симферополь 28;симферополь-28;симферопольский центр космической связи;школьное;шкільне,village,Q4525284,"[33.9014914, 45.0570013]",autonomous republic of crimea,,0
dyvne,dyvne;дивне;дивное;мурзакой,hamlet,Q4161267,"[34.8362345, 45.0532954]",autonomous republic of crimea,,0
novyi mir,novy mir;novyi mir;новий мир;новый мир,village,Q4326716,"[33.9349485, 45.0587245]",autonomous republic of crimea,,0
zuya,zuya;зуя,town,Q2562216,"[34.3225748, 45.0548485]",autonomous republic of crimea,,0
nizhniye oreshniki,nizhniye oreshniki;нижние орешники;нижние фундуклы;нижні орішники,village,Q4319033,"[34.3026018, 45.0418877]",autonomous republic of crimea,,0
klyuchevoe,klyuchevoe;акмелез;ключевое;ключове,village,Q4224415,"[35.2074491, 45.0483293]",autonomous republic of crimea,,0
kholodovka,kholodovka;османчик;холодовка;холодівка,village,Q4499381,"[34.99351, 45.05115]",autonomous republic of crimea,,0
peredove,peredove;передове;передовое,village,Q4350294,"[33.8253917, 45.0514305]",autonomous republic of crimea,,0
lechebnoe,lechebnoe;катарша сарай;катарша-сарай;катырша сарай;катырша-сарай;лечебное;лічебне,village,Q4260477,"[34.7488524, 45.050696]",autonomous republic of crimea,,0
solnechnoe,solnechnoe;солнечное;сонячне,village,Q4427802,"[34.0840993, 45.04814]",autonomous republic of crimea,,0
ukromne,ukromne;укромне;укромное,village,Q6686892,"[34.0011218, 45.0477588]",autonomous republic of crimea,,0
chernopolye,chernopolye;карачель;карачоль;карачёль;чернополье;чорнопілля,village,Q4514124,"[34.6371981, 45.0438901]",autonomous republic of crimea,,0
kubanskoe,kubanskoe;джабанак;кубанское;кубанське;такил джабанак;такил-джабанак,village,Q4243531,"[33.9157551, 45.044631]",autonomous republic of crimea,,0
arkadiivka,arkadiivka;arkadiovka;аркадьевка;аркадіївка;такил;такыл,village,Q3920937,"[33.91479, 45.03639]",autonomous republic of crimea,,0
melekhovo,melekhovo;мелехове;мелехово;текие,hamlet,Q4289398,"[34.7841848, 45.0381319]",autonomous republic of crimea,,0
zhyvopisnoe,zhyvopisnoe;беки эли;беки-эли;живописне;живописное,village,Q4179911,"[34.1638724, 45.0388725]",autonomous republic of crimea,,0
otvazhnoe,otvazhnoe;відважне;кашка чокрак;кашка-чокрак;отважное,village,Q4339370,"[35.2177, 45.03364]",autonomous republic of crimea,,0
bogatoye,bogatoye;багате;бахчи эли;бахчи-эли;богатое,village,Q3920918,"[34.7644446, 45.0315557]",autonomous republic of crimea,,0
sovkhozne,sovkhozne;совхозне;совхозное;темир ага;темир-ага,village,Q4426657,"[34.0085485, 45.0307775]",autonomous republic of crimea,,0
vishnyovoe,vishnyovoe;вишневе;вишневе);вишнёвое,village,Q4112835,"[34.3334479, 45.0282081]",autonomous republic of crimea,,0
kurskoe,kurskoe;кишлав;курское;курське,village,Q4248875,"[34.93549, 45.02712]",autonomous republic of crimea,,0
teplivka,teplivka;teplovka;кентуган;контуган;тепловка;теплівка,village,Q4455264,"[33.6975449, 45.0316914]",autonomous republic of crimea,,0
oleksandrivka,oleksandrivka;oleksandrovka;александровка;олександрівка;олександрівка),village,Q4061199,"[34.5286798, 45.0265109]",autonomous republic of crimea,,0
kryinichnoe,kryinichnoe;криничне;криничне);криничное,village,Q4241123,"[34.6114, 45.02403]",autonomous republic of crimea,,0
kirpichnoe,kirpichnoe;бурчек;кирпичне;кирпичное,village,Q4221792,"[34.6338603, 45.0242967]",autonomous republic of crimea,,0
novohryhorivka,novo grigorovka;novo-grigorovka;novogrigorovka;novohryhorivka;novohryhorovka;новогригорьевка;новогригорівка;новогригорівка),village,Q4323519,"[34.48677, 45.02197]",autonomous republic of crimea,,0
kolodeznoye,kolodeznoye;колодезное;колодязне;тархан;тархан учкую;тархан-учкую;уч кую;уч кую тархан;уч-кую;уч-кую-тархан;учкую;учкую тархан;учкую-тархан;учькую,village,Q4228136,"[33.8303232, 45.0228179]",autonomous republic of crimea,,0
russkoe,russkoe;русское;руське;урус ходжа;урус-ходжа,village,Q4400971,"[34.7913, 45.02094]",autonomous republic of crimea,,0
dozornoe,dozornoe;дозорне;дозорное;ишунь,hamlet,Q4164200,"[34.6986292, 45.0227895]",autonomous republic of crimea,,0
grushevka,grushevka;грушевка;грушівка;сали;салы,village,Q4150885,"[34.9737599, 45.0199618]",autonomous republic of crimea,,0
frunze,frunze;богайлы;фрунзе,village,Q4493113,"[33.6296767, 45.0277254]",autonomous republic of crimea,,0
petrivka,petriivka;petrivka;petrovka;pyotrovka;верхний джабач;джабач;петровка;петрівка,village,Q4361058,"[33.78433, 45.01785]",autonomous republic of crimea,,0
verkhnie oreshniki,verkhnie oreshniki;верхние орешники;верхние фундуклы;верхні орішники;фундуклы;юхары фундуклы,village,Q3920935,"[34.2919575, 45.010053]",autonomous republic of crimea,,0
topolevka,topolevka;топлу;топлы;тополевка;тополівка,hamlet,Q4460727,"[34.8787583, 45.0098951]",autonomous republic of crimea,,0
cheremisovka,cheremisovka;капырликой;коперликой;копырликой;копырлыкой;копюрликой;черемисовка;черемисівка,hamlet,Q4512715,"[34.7348974, 45.0117929]",autonomous republic of crimea,,0
klyuchevoye,klyuchevoye;кара чора;кара-чора;ключевое;ключове,village,Q4224421,"[33.7373694, 45.0121443]",autonomous republic of crimea,,0
gorlinka,gorlinka;бий эли;бий-эли;горлинка,hamlet,Q4144429,"[34.7528206, 45.0092927]",autonomous republic of crimea,,0
zelenogorskoye,zelenogorskoye;зеленогорское;зеленогірське,village,Q4190336,"[34.46823, 45.00927]",autonomous republic of crimea,,0
novoklyenovo,novoklyenovo;новокленове;новоклёново;уч коз;уч-коз;учкоз,village,Q4324236,"[34.49707, 45.00858]",autonomous republic of crimea,,0
vesele,vesele;veseloe;veseloye;veselye;атман;веселе;весёлое,village,Q3920790,"[33.96114, 45.0079]",autonomous republic of crimea,,0
grushovoye,grushovoye;грушеве;грушевое;кара кият;кара-кият,village,Q4150893,"[34.0446785, 45.0004581]",autonomous republic of crimea,,0
alexandrovka,alexandrovka;александровка;олександрівка,village,Q4061318,"[33.754174, 45.0049373]",autonomous republic of crimea,,0
mazanka,mazanka;мазанка;мазанки;петербургские мазанки;санкт петербургские мазанки;санкт петербурзькі мазанки;санкт-петербургские мазанки;санкт-петербурзькі мазанки,village,Q4274458,"[34.2568626, 45.0055555]",autonomous republic of crimea,,0
krasnogorskoe,krasnogorskoe;красногорское;красногірське;нейзац,village,Q4238492,"[34.34875, 45.00378]",autonomous republic of crimea,,0
rodnyky,rodnyky;родники;чокрак,hamlet,Q4395915,"[34.7890078, 45.0023443]",autonomous republic of crimea,,0
kizilovka,kizilovka;джемрек;джемрик;джемрук;джемрык;кизиловка;кизилівка,hamlet,Q4220327,"[34.6773076, 45.0016724]",autonomous republic of crimea,,0
ulyanovka,ulyanovka;султан сарай;султан-сарай;ульяновка,village,Q4475087,"[34.6569066, 45.0013068]",autonomous republic of crimea,,0
balanovo,balanovo;баланове;баланово,village,Q3920628,"[34.33262, 45.00137]",autonomous republic of crimea,,0
uchebnoe,uchebnoe;учебне;учебное,village,Q4479340,"[34.8786405, 45.0001474]",autonomous republic of crimea,,0
opytnoe,opytnoe;камышлык;опитне;опытное,village,Q4335581,"[34.8997363, 44.9979064]",autonomous republic of crimea,,0
kurortnoe,kurortne;kurortnoe;kurortnoye;курортне;курортное;фриденталь,village,Q4248742,"[34.3642, 44.99691]",autonomous republic of crimea,,0
trudovoe,trudovoe;трудове;трудовое,village,Q4464363,"[34.2040228, 44.9953534]",autonomous republic of crimea,,0
radostnoe,radostnoe;безбайлан;радостное;радісне,village,Q4387854,"[34.84394, 44.995484]",autonomous republic of crimea,,0
novosyolovka,novosyolovka;новоселівка;новосёловка,village,Q4325867,"[33.8347458, 44.9949455]",autonomous republic of crimea,,0
balky,balky;аргин;балки,village,Q3920615,"[34.4548212, 44.9941678]",autonomous republic of crimea,,0
karasyovka,karasyovka;ашага баши;ашага-баши;карасу баши;карасу-баши;карасёвка;карасівка;такил,village,Q4214286,"[34.6060465, 44.9958107]",autonomous republic of crimea,,0
pasechnoe,pasechnoe;конрат;пасечное;пасічне,village,Q4346451,"[34.4229577, 44.9883289]",autonomous republic of crimea,,0
