osm_type,osm_id,place,name,name:uk,wikidata,lat,lon
node,337522207,village,Mohyliany,Могиляни,Q4299171,50.4209299,26.5557719
node,337522212,village,Hrinchenkove,Грінченкове,Q4149685,50.42038,34.634739
node,337522214,village,Korniivka,Корніївка,Q4233291,50.4167034,31.4581884
node,337522216,village,Smoldyriv,Смолдирів,Q4424917,50.423333,27.5995012
node,337522219,village,Hilcha Persha,Гільча Перша,Q4138385,50.4140718,26.2953453
node,337522221,village,Volytsia-Lobachivska,Волиця-Лобачівська,Q4123178,50.4291625,25.0149655
node,337522222,village,Boryskovychi,Борисковичі,Q4093799,50.42004,24.78619
node,337522225,village,Dobriachyn,Добрячин,Q4163932,50.414673,24.238571
node,337522226,village,Rudka,Рудка,Q4399433,50.419476,25.390739
node,337522229,village,Kruhle,Кругле,Q4241975,50.42434,37.4131116
node,337522231,village,Makiivka,Макіївка,Q4275674,50.420277,32.489174
node,337522233,village,Horenychi,Гореничі,Q4144078,50.419331,30.211489
node,337522236,village,Myniiky,Минійки,Q4294122,50.4194442,29.021618
node,337522238,village,Novyi Zboryshiv,Новий Зборишів,Q4326649,50.4192224,24.9428076
node,337522240,village,Zhuravnyky,Журавники,Q4181826,50.426411,24.681585
node,337522243,village,Dachne,Дачне,Q4388068,50.4187756,33.6638939
node,337522246,village,Hamaliivka,Гамаліївка,Q4132962,50.4190113,33.550537
node,337522250,village,Lobachivka,Лобачівка,Q547697,50.418919,24.976742
node,337522252,village,Stavky,Ставки,Q4258229,50.41832,29.223631
node,337522254,village,Bobryk,Бобрик,Q4088660,50.41798,34.2489008
node,337522257,village,Kalynivka,Калинівка,Q4209806,50.4149679,29.7859366
node,337522262,village,Rohachiv,Рогачів,Q4395415,50.4092607,27.7222824
node,337522265,village,Yosypivka,Йосипівка,Q4206012,50.417629,26.23432
node,337522268,village,Okip,Окіп,Q4332657,50.4172759,36.1453771
node,337522271,village,Berezivka,Березівка,Q4084592,50.41729,35.16518
node,337522274,village,Sofiivska Borshchahivka,Софіївська Борщагівка,Q4429986,50.41188,30.365957
node,337522277,hamlet,Nova Hreblia,Нова Гребля,Q4322012,50.41695,32.472839
node,337522283,village,Severynivka,Северинівка,Q4412026,50.4147728,29.970621
node,337522286,village,Nyzhni Holovli,Нижні Головлі,Q4319004,50.4143058,26.8024344
node,337522292,village,Zalissia,Залісся,Q4185285,50.41626,26.19141
node,337522295,village,Bilka,Білка,Q4082023,50.41592,27.96776
node,337522298,village,Nesterne,Нестерне,Q4317769,50.4159717,37.3849609
node,337522301,village,Duchyntsi,Дучинці,Q4171381,50.415569,34.1551109
node,337522305,village,Radulyn,Радулин,Q12146652,50.4048754,27.4662285
node,337522308,hamlet,Zamlynok,Замлинок,Q4185767,50.415569,26.26659
node,337522311,village,Odnorobivka,Одноробівка,Q4331718,50.4152289,35.8621086
node,337522314,village,Lobodyne,Лободине,Q4264815,50.413929,33.8490799
node,337522317,hamlet,Budyshche,Будище,Q4098084,50.4155805,28.3214037
node,337522321,village,Rudka,Рудка,Q4399441,50.4151182,24.2049562
node,337522323,village,Kamianetske,Кам’янецьке,Q4210873,50.414539,35.123291
node,337522325,village,Slobidka,Слобідка,Q4423683,50.414539,28.18783
node,337522329,village,Stovpy,Стовпи,Q4442984,50.414539,27.388229
node,337522332,village,Bezuhlivka,Безуглівка,Q4081040,50.4142,31.766279
node,337522339,village,Liubomyrivka,Любомирівка,Q4376022,50.414387,31.961884
node,337522343,village,Torky,Торки,Q4461122,50.413685,24.565384
node,337522346,village,Ponomarenky,Пономаренки,Q4388077,50.413509,35.546612
node,337522349,hamlet,Botsianivka,Боцянівка,Q4095273,50.4134782,25.9725738
node,337522352,village,Kostianets,Костянець,Q4235736,50.413509,25.93906
node,337522353,village,Kalynivka,Калинівка,Q4209765,50.413509,25.428539
node,337522356,village,Pedorychi,Педоричі,Q4347898,50.4092208,34.2812041
node,337522359,village,Yareshky,Ярешки,Q4538567,50.40781,31.561165
node,337522361,village,Viunivshchyna,В’юнівщина,Q4130122,50.4182719,26.3048954
node,337522363,village,Rachyn,Рачин,Q4391280,50.41283,25.798651
node,337522365,village,Shyroke,Широке,Q4524428,50.414303,24.854254
node,337522368,hamlet,Bereziv Yar,Березів Яр,Q4085368,50.41214,34.418449
node,337522370,town,Kamianyi Brid,Кам’яний Брід,Q2657922,50.4181836,27.8381143
node,337522373,village,Smolka,Смолка,Q4512356,50.41214,27.65465
node,337522376,village,Volytsia-Druzhkopilska,Волиця-Дружкопільська,Q4123174,50.414837,24.698572
node,337522379,village,Zavydiv,Завидів,Q4183043,50.4117897,26.3270155
node,337522383,village,Ostriv,Острів,Q4338758,50.41124,26.031363
node,337522385,hamlet,Yashchenkiv,Ященків,Q4539969,50.41077,32.761921
node,337522388,village,Mokliaky,Мокляки,Q4300001,50.4129579,32.4599391
node,337522391,village,Vysoke,Високе,Q4129456,50.406223,28.809114
node,337522394,village,Lyzohubova Sloboda,Лизогубова Слобода,Q4261443,50.40834,31.912439
node,337522397,village,Buro-Rubanivka,Буро-Рубанівка,Q4099822,50.4130336,34.5195193
node,337522401,village,Burivka,Бурівка,Q4099844,50.41008,34.47887
node,337522407,village,Paryshkiv,Паришків,Q4346368,50.413471,31.42189
node,337522409,village,Puzyrky,Пузирки,Q4383472,50.4099997,26.9051757
node,337522410,hamlet,Sadky,Садки,Q4404559,50.40974,34.777222
node,337522412,village,Moshchanytsia,Мощаниця,Q7223938,50.4095554,26.63457
node,337522419,village,Kalynivshchyna,Калинівщина,Q4209932,50.4094667,33.879754
node,337522422,village,Voznesenske,Вознесенське,Q4180894,50.406113,32.025661
node,337522428,village,Suiemtsi,Суємці,Q4445573,50.409389,27.577061
node,337522431,village,Krasnostav,Красностав,Q4239088,50.4094642,27.1791527
node,337522435,village,Ozerne,Озерне,Q4332066,50.40905,33.0729851
node,337522438,village,Nebelytsia,Небелиця,Q4315485,50.4132735,29.5976323
node,337522442,village,Humnyshche,Гумнище,Q4152104,50.4123912,25.1640146
node,337522445,village,Yashnyky,Яшники,Q4539880,50.4084714,33.2535719
node,337522449,village,Bohdany,Богдани,Q4089447,50.40871,32.669559
node,337522452,village,Kopyliv,Копилів,Q4232501,50.40871,29.895861
node,337522456,village,Mala Horbasha,Мала Горбаша,Q4276815,50.40871,28.659901
node,337522458,village,Martynivka,Мартинівка,Q4282838,50.4089579,28.2326015
node,337522460,village,Didova Hora,Дідова Гора,Q4156737,50.4083579,26.7058482
node,337522463,village,Brany,Брани,Q4095843,50.4082033,24.7509955
node,337522466,village,Knyshivka,Книшівка,Q4224786,50.4036242,34.1224007
node,337522469,village,Maiske,Майське,Q4275124,50.4084198,31.8695751
node,337522471,village,Mali Sady,Малі Сади,Q4278699,50.40836,25.614281
node,337522474,village,Hnativka,Гнатівка,Q4140594,50.410221,25.586689
node,337522477,village,Bohunivka,Богунівка,Q4089856,50.4070937,25.1195761
node,337522479,village,Yamne,Ямне,Q4537703,50.407681,35.393139
node,337522481,village,Boholiubove,Боголюбове,Q4187285,50.40733,34.975319
node,337522487,town,Dubno,Дубно,Q932184,50.4187918,25.7455972
node,337522491,village,Ostapivka,Остапівка,Q4338536,50.40699,32.836761
node,337522494,hamlet,Mlyny,Млини,Q4298750,50.4085216,27.7501759
node,337522495,village,Chervona Zoria,Червона Зоря,Q4512070,50.4069292,36.129734
node,337522499,village,Perovske,Перовське,Q4351679,50.406651,35.8346379
node,337522502,village,Ilpyboky,Ільпибоки,Q4199949,50.4078862,25.3760623
node,337522508,village,Velyke,Велике,Q4106669,50.406063,24.261591
node,337522511,village,Khyttsi,Хитці,Q4497970,50.4056261,33.9982089
node,337522515,hamlet,Levchenkove,Левченкове,Q4256815,50.4098467,31.7016455
node,337522521,hamlet,Shnuriv Lis,Шнурів Ліс,Q4525860,50.405621,29.472891
node,337522524,village,Shcheniiv,Щеніїв,Q4528692,50.40527,28.89267
node,337522526,village,Selyshche,Селище,Q4413860,50.40493,31.303141
node,337522528,village,Perespa,Переспа,Q4350951,50.402992,24.441725
node,337522532,village,Starosiltsi,Старосільці,Q4440653,50.4075891,28.9990795
node,337522535,village,Zhovte,Жовте,Q4182075,50.4045022,27.8259722
node,337522537,village,Shevchenkove,Шевченкове,Q4522221,50.411633,30.257334
node,337522539,village,Zakrynychchia,Закриниччя,Q4185014,50.403561,27.290039
node,337522541,village,Ivashky,Івашки,Q4197040,50.403198,35.819195
node,337522543,village,Vyrishalne,Вирішальне,Q4129156,50.4058932,33.6301065
node,337522545,village,Humennyky,Гуменники,Q4152062,50.3982229,28.9302744
node,337522548,village,,П’ятчине,Q4385908,50.402531,34.653969
node,337522553,hamlet,Kalynovyi Hai,Калиновий Гай,Q4209934,50.40218,28.101311
node,337522556,village,Staryi Maidan,Старий Майдан,Q4441093,50.40218,28.041571
node,337522569,village,Dovzhyk,Довжик,Q4164831,50.4262228,34.5799631
node,337522572,village,Mala Oleksandrivka,Мала Олександрівка,Q4276676,50.397221,30.823946
node,337522575,village,Yalynivka,Ялинівка,Q4537504,50.4039099,28.4295771
node,337522578,village,Komariv,Комарів,Q4229316,50.401054,24.318308
node,337522582,village,Ostriv,Острів,Q4338781,50.392826,24.166502
node,337522585,village,Murovane,Муроване,Q4308145,50.407661,24.106466
node,337522587,village,Serhiivka,Сергіївка,Q4238735,50.40081,33.7537985
node,337522589,village,Sulymivka,Сулимівка,Q6713914,50.400471,31.18504
node,337522591,village,Zhuzheliany,Жужеляни,Q4181257,50.3994803,24.0487701
node,337522594,village,Basove,Басове,Q4079133,50.40012,35.884781
node,337522597,hamlet,,Пащине,Q4347575,50.40012,34.373821
node,337522600,village,Puchkivshchyna,Пучківщина,Q4384613,50.4014461,33.514428
node,337522606,village,Lebedi,Лебеді,Q4255893,50.398082,26.2697701
node,337522609,village,Klopit,Клопіт,Q4224090,50.3944024,26.1926978
node,337522612,village,Cherneche,Чернече,Q4513445,50.4028896,33.8245584
node,337522615,village,Kopiivka,Копіївка,Q4232326,50.399163,29.6994049
node,337522621,village,Peremyl,Перемиль,Q4350583,50.3938263,25.1621512
node,337522624,hamlet,Nove,Нове,Q4323685,50.39875,34.806751
node,337522628,village,Derekivshchyna,Дереківщина,Q4158876,50.3987652,33.2126383
node,337522631,village,Ozerne,Озерне,Q4332325,50.3986021,31.7681369
node,337522634,village,Voloskivtsi,Волосківці,Q4123920,50.3959493,26.59584
node,337522638,village,Bubnivshchyna,Бубнівщина,Q4097680,50.398411,32.282291
node,337522639,village,Hrechana Hreblia,Гречана Гребля,Q4148716,50.3939609,32.0677178
node,337522640,village,Bezuhlivka,Безуглівка,Q4081039,50.398411,30.838619
node,337522643,village,Zabriddia,Забріддя,Q4182764,50.3930788,28.8524092
node,337522646,village,Ostrozhok,Острожок,Q4339112,50.398411,27.737391
node,337522649,village,Pidbrusyn,Підбрусинь,Q4367079,50.396748,25.502733
node,337522652,village,Mekhedivka,Мехедівка,Q4292163,50.3982784,33.030445
node,337522655,village,Stav-Sloboda,Став-Слобода,Q4438906,50.4014521,29.2715319
node,337522659,village,Lystvyn,Листвин,Q4263401,50.401913,25.981804
node,337522662,village,Hruzlyvets,Грузливець,Q4150560,50.39772,28.08724
node,337522668,village,Steblivka,Стеблівка,Q4441423,50.4031397,26.1071039
node,337522673,village,Brovarky,Броварки,Q4096648,50.3973797,34.060719
node,337522677,village,Stavyshche,Ставище,Q4438925,50.3977867,29.5272854
node,337522680,village,Ivankiv,Іванків,Q4195806,50.39703,28.56789
node,337522684,town,Mizoch,Мізоч,Q2578491,50.3983189,26.141333
node,337522688,village,Zelene,Зелене,Q4190698,50.395176,25.038263
node,337522694,village,Zubkiv,Зубків,Q4194322,50.39703,24.395491
node,337522697,village,Zemlianky,Землянки,Q4191175,50.3963947,37.4428347
node,337522703,village,Velyka Oleksandrivka,Велика Олександрівка,Q4106218,50.393509,30.873413
node,337522707,village,Sokyrykha,Сокириха,Q4426918,50.3963497,33.0969899
node,337522710,village,Dolynka,Долинка,Q4164970,50.3991696,33.5713764
node,337522714,town,Zavodske,Заводське,Q269438,50.4052959,33.3973661
node,337522717,village,Volytsia,Волиця,Q4123186,50.395905,24.345291
node,337522720,village,Stepove,Степове,Q4180880,50.3987287,33.6229538
node,337522723,village,Zelenyi Hai,Зелений Гай,Q4190789,50.395008,27.414501
node,337522727,village,Hubeltsi,Губельці,Q4151314,50.3952354,26.8801715
node,337522730,hamlet,Lyse,Лисе,Q4270787,50.403137,34.792351
node,337522732,village,Strybizh,Стрибіж,Q7206580,50.39497,28.158991
node,337522734,village,Rohizne,Рогізне,Q4395632,50.3948184,25.3459106
node,337522736,village,Sezenkiv,Сезенків,Q4413027,50.394291,31.236879
node,337522739,village,Zorokiv,Зороків,Q4194028,50.394291,28.61904
node,337522742,village,Katanske,Катанське,Q4217164,50.39394,35.152821
node,337522745,hamlet,Poplavka,Поплавка,Q4372293,50.3931774,28.3850811
node,337522748,village,Smoliava,Смолява,Q4425114,50.3947241,25.090687
node,337522752,village,Yosypivka,Йосипівка,Q4205994,50.3896061,29.5072853
node,337522755,village,Khoriv,Хорів,Q4500024,50.39189,26.4997637
node,337522758,village,Lysyche,Лисиче,Q4263216,50.3913392,26.7641722
node,337522759,hamlet,Pasiky,Пасіки,Q4346416,50.39291,34.81739
node,337522760,village,Kurhany,Кургани,Q7247791,50.3947875,26.542677
node,337522763,village,Naraiv,Нараїв,Q4313044,50.396263,26.017035
node,337522767,village,Lytovka,Литовка,Q4263913,50.39257,34.978062
node,337522770,village,Vlizky,Влізьки,Q4113629,50.39257,34.445911
node,337522773,village,Prolisky,Проліски,Q4380462,50.392143,30.77964
node,337522776,village,Shliakh,Шлях,Q4525525,50.392806,26.346302
node,337522779,village,Dykovyny,Диковини,Q4161530,50.38298,24.984964
node,337522785,village,Zabolottia,Заболоття,Q4182617,50.3941497,24.0021067
node,337522787,village,Sosonka,Сосонка,Q4429752,50.39146,34.908443
node,337522793,village,Holotivshchyna,Голотівщина,Q4142226,50.3913049,32.9335204
node,337522797,village,Veterynarne,Ветеринарне,Q4109979,50.3914541,36.1885457
node,337522799,village,Novoselivka,Новоселівка,Q4325812,50.3911972,33.6916069
node,337522802,hamlet,Rudnia,Рудня,Q4399629,50.391201,27.75387
node,337522804,village,Horbovychi,Горбовичі,Q4143639,50.390511,30.15266
node,337522807,village,,Дідушанка,Q4350614,50.390511,28.47485
node,337522809,village,Horiaistivka,Горяйстівка,Q4146246,50.392174,34.782597
node,337522811,village,Krutoiarivka,Крутоярівка,Q4242531,50.390171,32.097931
node,337522817,village,Bilohorodka,Білогородка,Q450547,50.390171,30.22785
node,337522819,village,Hnativka,Гнатівка,Q4140587,50.390171,30.213091
node,337522822,village,Yablunivka,Яблунівка,Q4535889,50.3890936,27.2210529
node,337522825,hamlet,Vsadky,Всадки,Q4127237,50.38982,34.613461
node,337522828,village,Vechirchyne,Вечірчине,Q4110223,50.38982,33.8581399
node,337522831,village,Rozhiv,Рожів,Q4396268,50.387287,29.650896
node,337522837,village,Bohodarivka,Богодарівка,Q4089511,50.3919215,32.9915665
node,337522840,village,Sydorova Yaruha,Сидорова Яруга,Q4418868,50.387947,35.342258
node,337522848,village,Chervona Sloboda,Червона Слобода,Q4512131,50.38879,29.680599
node,337522852,village,Korchiv,Корчів,Q4234470,50.3906005,23.8301424
node,337522855,village,Dmytrivka,Дмитрівка,Q4162943,50.388451,35.56789
node,337522857,village,Mala Berezanka,Мала Березанка,Q4276722,50.388451,31.71307
node,337522860,village,Babychivka,Бабичівка,Q4074437,50.3907631,28.2885074
node,337522862,village,Veresna,Вересна,Q4107700,50.3848685,27.3086273
node,337522864,village,Budarky,Бударки,Q4097974,50.391335,37.421494
node,337522867,village,Mykolaivka,Миколаївка,Q4320345,50.37936,25.476669
node,337522870,village,Byshiv,Бишів,Q4101342,50.388573,24.516899
node,337522873,village,Yalynivka,Ялинівка,Q4537503,50.3941043,28.3595233
node,337522877,village,Kroty,Кроти,Q4241793,50.3856765,32.4676564
node,337522880,village,Derman Persha,Дермань Перша,Q4158996,50.38673,26.21578
node,337522883,village,Staivka,Стаївка,Q4439142,50.3842594,23.8812502
node,337522887,village,Velyki Sady,Великі Сади,Q4106442,50.388996,25.594814
node,337522893,village,Trokovychi,Троковичі,Q4463690,50.3856335,28.7149069
node,337522905,village,Vysoke,Високе,Q4129400,50.385862,29.5253679
node,337522908,village,Volytsia,Волиця,Q4123203,50.3826998,26.8495113
node,337522911,village,Verben,Вербень,Q4107377,50.3907847,25.2161511
node,337522914,village,Udy,Уди,Q4469569,50.38467,36.061249
node,337522917,hamlet,Novyi Kryvyn,Новий Кривин,Q4326679,50.3839936,26.7018363
node,337522920,village,Badivka,Бадівка,Q4074980,50.3816393,26.5997724
node,337522923,village,Vilsk,Вільськ,Q4111367,50.384331,28.517759
node,337522926,village,Mlyny,Млини,Q4298753,50.38382,33.308738
node,337522929,village,Vyshneve,Вишневе,Q7294174,50.385822,31.971701
node,337522933,village,Zboivska,Збоївська,Q4189228,50.383106,24.574316
node,337522935,village,Shadurka,Шадурка,Q4519392,50.3843011,34.3114651
node,337522937,village,Stara Ivanivka,Стара Іванівка,Q4439683,50.38261,34.82906
node,337522938,village,Vyshenky,Вишеньки,Q4112634,50.38261,33.0880136
node,337522939,village,Motyzhyn,Мотижин,Q4304960,50.38261,29.926069
node,337522940,village,Fasova,Фасова,Q4481372,50.38261,29.812429
node,337522943,hamlet,Chervonyi Rovets,Червоний Ровець,Q4512498,50.3829391,28.8993053
node,337522957,village,Verkhiv,Верхів,Q4109026,50.3874466,26.314792
node,337522962,village,Mykolaivka,Миколаївка,Q7272883,50.382271,37.342869
node,337522965,village,Volodymyrivka,Володимирівка,Q4113129,50.382271,27.600401
node,337522968,village,Chubynske,Чубинське,Q2967579,50.381931,30.852011
node,337522971,village,Klymentove,Климентове,Q4223683,50.382301,34.924782
node,337522973,village,Liudvynivka,Людвинівка,Q4272023,50.38158,29.827539
node,337522974,village,Khorovets,Хоровець,Q4500025,50.3797675,27.1232766
node,337522975,village,Tarakaniv,Тараканів,Q4451509,50.381725,25.708364
node,337522980,village,Khlopkiv,Хлопків,Q4498157,50.382751,31.355953
node,337522982,village,Ivanivka,Іванівка,Q799993,50.381607,26.9231286
node,337522988,village,Hrabarivka,Грабарівка,Q4147197,50.380901,32.3406499
node,337522991,village,Mykhailivka,Михайлівка,Q4297594,50.3808647,26.397359
node,337522994,village,Bilashiv,Білашів,Q4081557,50.3787721,26.1042018
node,337522997,village,Syniakivshchyna,Синяківщина,Q4420632,50.380211,32.866978
node,337522999,hamlet,Bakumivka,Бакумівка,Q4512200,50.380211,31.43498
node,337523000,village,Shcherbyny,Щербини,Q4528971,50.380211,28.44944
node,337523002,village,Tartak,Тартак,Q4452152,50.380211,27.833179
node,337523003,village,Podil,Поділ,Q4367987,50.379871,34.893261
node,337523005,village,Kolodiivka,Колодіївка,Q4228166,50.3800831,28.3793088
node,337523007,village,Baranivka,Баранівка,Q4077819,50.37952,35.966492
node,337523009,village,Pasichna,Пасічна,Q4346432,50.378773,31.313156
node,337523012,hamlet,Potashnia,Поташня,Q4374722,50.3801341,29.3035452
node,337523017,village,Nehrashi,Неграші,Q4315984,50.37849,30.0737
node,337523019,village,Zabava,Забава,Q4182318,50.376728,24.543968
node,337523022,village,Antonivka,Антонівка,Q4067446,50.378151,32.53532
node,337523024,village,Shchaslyve,Щасливе,Q2074548,50.378151,30.79125
node,337523026,village,Rudnia-Horodetska,Рудня-Городецька,Q4399587,50.378151,29.22501
node,337523029,village,Tesnivka,Теснівка,Q4456418,50.3798075,29.027917
node,337523031,village,Vetkhalivka,Ветхалівка,Q4110100,50.3772157,33.6062576
node,337523034,village,Shevchenky,Шевченки,Q4522034,50.377811,33.5467369
node,337523037,village,Yulianivka,Юлянівка,Q4534413,50.3768673,28.338595
node,337523041,village,Marachivka,Марачівка,Q7228431,50.3758129,27.0128698
node,337523044,village,Mizochok,Мізочок,Q4292921,50.3838453,26.1500123
node,337523048,village,Dobrianske,Добрянське,Q4163920,50.37746,35.280529
node,337523051,hamlet,Adamivka,Адамівка,Q2068017,50.37912,27.921171
node,337523053,village,Nekrashi,Некраші,Q4316652,50.3772218,28.7487851
node,337523055,village,Rozzhaliv,Розжалів,Q4396602,50.377052,24.454569
node,337523059,village,Biloshapky,Білошапки,Q4082940,50.376781,32.211571
node,337523062,village,Hremiache,Грем’яче,Q4148578,50.3707664,26.4294896
node,337523065,village,Hirnyky,Гірники,Q4144540,50.3797718,25.8365088
node,337523069,village,Sviatopetrivske,Святопетрівське,Q4361349,50.385208,30.322779
node,337523072,village,Petrivka-Romenska,Петрівка-Роменська,Q4360961,50.376091,33.74794
node,337523076,village,Dashchenky,Дащенки,Q4155541,50.380135,32.732208
node,337523079,village,Klyntsi,Клинці,Q4223955,50.376091,25.91744
node,337523082,village,Zastavne,Заставне,Q4188232,50.3749465,23.7349077
node,337523085,village,Nova Orzhytsia,Нова Оржиця,Q4322231,50.3793047,31.9486098
node,337523089,village,Horodske,Городське,Q4145468,50.3791994,29.1663386
node,337523092,village,Pavlivka,Павлівка,Q4341637,50.375751,28.092039
node,337523095,village,Vepryk,Веприк,Q4107322,50.373604,34.172543
node,337523100,village,Myroslavl,Мирославль,Q4296207,50.379032,27.483231
node,337523103,village,Adamivka,Адамівка,Q4057320,50.373421,24.953045
node,337523105,hamlet,Shvachykha,Швачиха,Q4521687,50.373184,31.279964
node,337523108,village,Vydumka,Видумка,Q4128896,50.378574,28.278835
node,337523112,village,Osniahy,Осняги,Q4338180,50.3713554,33.8409629
node,337523115,hamlet,Bobryk,Бобрик,Q4088661,50.3746584,29.0715625
node,337523118,village,Povcha,Повча,Q4366508,50.374359,25.508934
node,337523122,village,Haivshchyna,Гаївщина,Q4131623,50.3736933,33.380589
node,337523126,village,Hlynianka,Глинянка,Q4385861,50.373692,27.37553
node,337523130,hamlet,Pidlisne,Підлісне,Q4367738,50.3696595,28.1468267
node,337523133,village,Olenynske,Оленинське,Q4333594,50.372662,34.537239
node,337523136,hamlet,Neborivka,Неборівка,Q4315563,50.372662,28.214951
node,337523140,hamlet,Pisky,Піски,Q4359616,50.372311,34.852749
node,337523144,village,Mykolaivka,Миколаївка,Q4320230,50.372311,34.4133
node,337523146,village,Pisky,Піски,Q4359647,50.3721556,33.4485173
node,337523148,village,Bendiuha,Бендюга,Q4083726,50.3731151,24.2567373
node,337523156,town,Dovbysh,Довбиш,Q2993483,50.371498,27.985924
node,337523159,village,Hlyboka Dolyna,Глибока Долина,Q7287009,50.37163,25.29293
node,337523162,village,Bakyrivka,Бакирівка,Q4075941,50.371281,35.018581
node,337523167,hamlet,Lukomshchyna,Лукомщина,Q4269102,50.3713597,32.1237874
node,337523171,village,Hlukhiv,Глухів,Q4140282,50.3687435,24.1250497
node,337523177,village,Nataliia,Наталія,Q4314113,50.370941,28.013081
node,337523182,village,Klymentiivka,Климентіївка,Q4223680,50.3625253,27.6847268
node,337523189,village,Skoryky,Скорики,Q4422246,50.37381,35.856018
node,337523192,village,Morozivshchyna,Морозівщина,Q4303146,50.373057,34.3583319
node,337523197,village,Ordiv,Ордів,Q4336093,50.372185,24.517824
node,337523201,village,Supoivka,Супоївка,Q4446336,50.377007,31.740023
node,337523205,village,Lekhnivka,Лехнівка,Q4260433,50.382767,31.545851
node,337523210,village,Ozerko,Озерко,Q4332042,50.369942,26.166824
node,337523215,village,Soloniv,Солонів,Q4428340,50.369911,25.16213
node,337523219,village,Vaniv,Ванів,Q4103427,50.3725934,24.0931852
node,337523223,village,,Клинова-Новоселівка,Q4061237,50.369221,35.825729
node,337523227,locality,Kozyn,Козин,Q4226576,50.369221,32.21603
node,337523232,village,Varvarivka,Варварівка,Q4103621,50.3722081,37.3348949
node,337523237,village,Vlasivka,Власівка,Q4113522,50.368881,31.23859
node,337523241,village,Velyke,Велике,Q4106663,50.368542,34.2880011
node,337523246,village,Luka,Лука,Q4268649,50.368542,30.16914
node,337523250,village,Martynivka,Мартинівка,Q4282813,50.3718584,34.329391
node,337523254,village,Veneslavivka,Венеславівка,Q4107135,50.368191,33.700556
node,337523259,village,Zhukivka,Жуківка,Q4181453,50.368191,31.640631
node,337523264,village,Artemivka,Артемівка,Q844137,50.367714,31.076946
node,337523270,village,Stoianiv,Стоянів,Q4443237,50.371571,24.659166
node,337523275,village,Kuchakiv,Кучаків,Q4221563,50.3714635,31.1202626
node,337523281,hamlet,Horodenka,Городенка,Q4145052,50.367851,28.854219
node,337523285,village,Krasulia,Красуля,Q4239818,50.369427,27.343948
node,337523291,village,Stohnii,Стогнії,Q4442702,50.367512,35.945889
node,337523295,hamlet,Vysokyi Kamin,Високий Камінь,Q4129304,50.3652089,29.1432499
node,337523300,village,Pashuky,Пашуки,Q4347665,50.3676703,27.108914
node,337523304,village,Velyki Zahirtsi,Великі Загірці,Q4106405,50.36759,25.6554286
node,337523309,village,Ivanivka,Іванівка,Q92563,50.367161,35.153851
node,337523353,hamlet,Zaperevodske,Запереводське,Q4186662,50.3685297,32.2013887
node,337523357,village,Zalibivka,Залібівка,Q4185317,50.3659218,25.9529963
node,337523363,village,Zdovbytsia,Здовбиця,Q4189994,50.3695036,25.821991
node,337523367,hamlet,Mali Zahirtsi,Малі Загірці,Q4278615,50.3604997,25.6998575
node,337523371,village,Muravske,Муравське,Q4307677,50.3666101,35.9047311
node,337523375,village,Vyshpil,Вишпіль,Q4130050,50.366482,28.60462
node,337523378,village,Rozvazh,Розваж,Q4396471,50.3623243,26.5129767
node,337523383,town,Uhniv,Угнів,Q156812,50.367231,23.7470971
node,337523392,hamlet,Yasynivka,Ясинівка,Q4539206,50.35788,25.922369
node,337523398,village,Pylhany,Пильгани,Q4362829,50.3671096,24.8840729
node,337523403,village,Mala Moshchanytsia,Мала Мощаниця,Q4277115,50.3714025,25.9868498
node,337523409,village,Zlynets,Злинець,Q4192518,50.3696725,25.7998806
node,337523412,village,Shevchenka,Шевченка,Q4522119,50.3646371,36.2123211
node,337523415,village,Huta,Гута,Q4152975,50.3660066,27.1795941
node,337523418,village,Vovkovyi,Вовковиї,Q4123495,50.3726993,25.3811649
node,337523422,village,Odnorobivka,Одноробівка,Q4331716,50.36396,35.906422
node,337523425,village,Novi Martynovychi,Нові Мартиновичі,Q4326419,50.374317,32.4401611
node,337523429,village,Dernivka,Дернівка,Q4159024,50.364422,31.37112
node,337523432,village,Velykyi Karashyn,Великий Карашин,Q4106517,50.3602457,29.6478311
node,337523436,hamlet,Tsvit,Цвіт,Q4503397,50.3628205,27.3132793
node,337523440,town,Berestechko,Берестечко,Q819126,50.3585756,25.1209852
node,337523443,village,,Новозбудоване,Q4325054,50.364071,34.73259
node,337523446,village,Davydivka,Давидівка,Q4153846,50.3640723,32.397644
node,337523450,town,Baryshivka,Баришівка,Q763787,50.3645295,31.3256722
node,337523453,village,Bilkivtsi,Більківці,Q4083269,50.364071,28.979191
node,337523456,hamlet,Yasnohirka,Ясногірка,Q4539380,50.364574,28.374233
node,337523460,village,Derman Druha,Дермань Друга,Q4158992,50.364071,26.24291
node,337523463,village,Buderazh,Будераж,Q4098029,50.364071,25.52776
node,337523466,village,Kostiantynivka,Костянтинівка,Q4231402,50.363731,36.03207
node,337523479,village,Voronivshchyna,Воронівщина,Q4125727,50.3601693,34.3608896
node,337523483,village,Velbivka,Вельбівка,Q4106961,50.360199,34.032307
node,337523485,hamlet,Zrubok,Зрубок,Q4438863,50.363091,27.513346
node,337523486,village,Senihiv,Сенігів,Q4416149,50.3637274,27.2294214
node,337523489,hamlet,Konovalyk,Коновалик,Q4230974,50.361519,34.468914
node,337523492,village,Pidhaine,Підгайне,Q4367260,50.368626,26.0365572
node,337523494,village,Stepanenky,Степаненки,Q4441704,50.3605766,33.9528312
