osm_type,osm_id,place,name,name:uk,wikidata,lat,lon
node,337574454,village,Studinka,Студінка,Q4444566,49.042503,24.462851
node,337574461,village,Mykolaivka,Миколаївка,Q4320228,49.051212,36.189643
node,337574465,village,Shevchenkove,Шевченкове,Q4522219,49.050861,29.071541
node,337574471,hamlet,Yosypivka,Йосипівка,Q4206021,49.050556,26.263941
node,337574477,hamlet,Tarasivka,Тарасівка,Q4451789,49.050522,29.59477
node,337574484,village,Zinkivshchyna,Зіньківщина,Q4191490,49.049568,35.381737
node,337574491,village,Podilske,Подільське,Q4368079,49.049831,28.06904
node,337574497,village,Dubenka,Дубенка,Q4169085,49.04983,25.17963
node,337574502,village,Zelene,Зелене,Q4507173,49.051414,35.763546
node,337574505,village,Cherkasivka,Черкасівка,Q4513047,49.049492,27.08164
node,337574510,village,Samhorodok,Самгородок,Q4406547,49.0416571,31.6961539
node,337574516,village,Okladne,Окладне,Q3620979,49.04915,27.64744
node,337574522,village,Benova,Беньова,Q4083907,49.047417,22.892109
node,337574528,village,Bilobozhnytsia,Білобожниця,Q4082132,49.0487543,25.6754577
node,337574554,village,Cherniatyn,Чернятин,Q4514516,49.048458,27.912479
node,337574560,village,Bubnyshche,Бубнище,Q4097640,49.04356,23.710527
node,337574565,village,Rykiv,Риків,Q4401913,49.044636,23.127247
node,337574571,village,Kovalenkivka,Коваленківка,Q4225449,49.048141,34.002682
node,337574577,village,Tysiv,Тисів,Q4458144,49.048546,23.768635
node,337574582,village,Chemeryske,Чемериське,Q3624094,49.0468075,27.5828465
node,337574587,town,Kreminna,Кремінна,Q2350295,49.0463189,38.2178525
node,337574591,village,Pryshyb,Пришиб,Q4379386,49.046856,33.733024
node,337574597,village,Horodyshche,Городище,Q4145158,49.0545997,39.6446972
node,337574603,village,Severynivka,Северинівка,Q4412027,49.0477359,27.9489226
node,337574607,village,Podorozhnie,Подорожнє,Q4368143,49.0470742,33.0645719
node,337574611,village,Lozuvatka,Лозуватка,Q4265536,49.0455027,34.4827266
node,337574617,village,Kalynivshchyna,Калинівщина,Q4209933,49.0513646,25.6999139
node,337574624,village,Bryn,Бринь,Q4097391,49.0462503,24.5735875
node,337574631,village,Olianivka,Олянівка,Q4475106,49.046059,35.541801
node,337574641,village,Antonina,Антоніна,Q4067305,49.046059,29.796301
node,337574648,village,Mezhyhiria,Межигір’я,Q4288087,49.04606,24.96609
node,337574653,village,Babyn-Zarichnyi,Бабин-Зарічний,Q4074317,49.045712,24.51222
node,337574659,town,Svitlovodsk,Світловодськ,Q1011435,49.04537,33.20721
node,337574664,village,Verkhnie,Верхнє,Q4108358,49.042587,22.963875
node,337574670,village,Kalantaiv,Калантаїв,Q7261219,49.0575062,32.8948226
node,337574694,village,Pliatsyna,Пляцина,Q3620994,49.0469767,27.6999498
node,337574701,village,Vyhoda,Вигода,Q4128758,49.04468,25.8577
node,337574707,village,Dyviziine,Дивізійне,Q4161234,49.0429016,36.2616589
node,337574717,village,Chervonyi Kut,Червоний Кут,Q4512428,49.043999,36.384998
node,337574724,village,Bobliv,Боблів,Q4088585,49.043999,28.82572
node,337574731,village,Zhabyntsi,Жабинці,Q4177701,49.044,25.97408
node,337574739,hamlet,Viazovytsia,В’язовиця,Q12087084,49.044079,29.129116
node,337574744,village,Pidberezhzhia,Підбережжя,Q4367013,49.0530109,23.9152173
node,337574751,village,Kudlai,Кудлаї,Q4244489,49.043308,28.737829
node,337574764,village,Teremkivtsi,Теремківці,Q4455585,49.043308,26.339041
node,337574772,village,Sukhodil,Суходіл,Q4447189,49.04331,26.16566
node,337574778,village,Trybukhivtsi,Трибухівці,Q4462957,49.0422263,25.4486286
node,337574786,village,Rehentivka,Регентівка,Q3621197,49.04297,27.598
node,337574794,village,Peremoha,Перемога,Q4350602,49.042622,36.36063
node,337574800,village,Pobieda,Побєда,Q4366163,49.042278,39.107552
node,337574809,town,Sutysky,Сутиски,Q1999854,49.0453739,28.418232
node,337574816,village,Mizhlissia,Міжлісся,Q3620738,49.0419923,27.7430369
node,337574823,village,Brazhkivka,Бражківка,Q4095680,49.041939,37.215839
node,337574828,village,Netesivka,Нетесівка,Q4317978,49.041939,34.430809
node,337574832,town,Kamianka,Кам’янка,Q13520833,49.0401185,32.1008691
node,337574838,village,Stasiuky,Стасюки,Q3621699,49.0400347,27.6128484
node,337574845,town,Yezupil,Єзупіль,Q2371718,49.0416938,24.7802375
node,337574851,village,Yabluniv,Яблунів,Q4535860,49.038788,23.077389
node,337574856,village,Voroshylivka,Ворошилівка,Q4126003,49.043103,28.3326403
node,337574864,village,Loshkivtsi,Лошківці,Q11838559,49.041592,26.860889
node,337574870,village,Zelenyi Hai,Зелений Гай,Q4190858,49.0416404,30.358862
node,337574875,village,Spodakhy,Сподахи,Q4437987,49.0522167,28.8794085
node,337574882,village,Strikhivtsi,Стріхівці,Q4443907,49.0401424,26.9428069
node,337574890,village,Bila,Біла,Q4081579,49.04091,25.76294
node,337574896,village,Holovenky,Головеньки,Q4141790,49.0237134,28.8473543
node,337574910,village,Lesynky,Лесинки,Q4259361,49.039879,34.27803
node,337574918,village,Pylypenky,Пилипенки,Q4362711,49.0388143,33.9691842
node,337574923,village,Bar,Бар,Q3618095,49.03988,27.71164
node,337574930,village,Cherneche,Чернече,Q4513452,49.0396996,32.6704947
node,337574934,village,Adamivka,Адамівка,Q3616841,49.040763,27.6393708
node,337574940,village,Lahidne,Лагідне,Q4180917,49.0388534,36.5772523
node,337574945,village,Cheremushky,Черемушки,Q4512756,49.038849,33.839951
node,337574953,village,Yosypivtsi,Йосипівці,Q3619154,49.0344685,27.6607242
node,337574957,village,Sudykha,Судиха,Q4445451,49.038502,35.712429
node,337574962,village,Nove Pekelne,Нове Пекельне,Q4323827,49.038502,35.400009
node,337574967,village,Bodnarivka,Боднарівка,Q4089988,49.0389117,26.2201183
node,337574974,village,Porubai,Порубаї,Q4373433,49.0421599,33.932404
node,337574977,village,Bondurivka,Бондурівка,Q4093302,49.0373281,29.0488371
node,337574982,village,Solukiv,Солуків,Q4428518,49.038158,23.96496
node,337574986,village,Perekhody,Переходи,Q4351223,49.03782,25.81444
node,337574994,village,Stara Krasnianka,Стара Краснянка,Q4439710,49.037716,38.288593
node,337574997,town,Zhmerynka,Жмеринка,Q956117,49.0354593,28.1147317
node,337575004,village,Luhove,Лугове,Q3620382,49.03747,27.49947
node,337575008,village,Dashkivtsi,Дашківці,Q4155532,49.03064,27.3556097
node,337575012,village,Mariiampil,Маріямпіль,Q4281734,49.036547,24.8525723
node,337575018,hamlet,Vibly,Вібли,Q4110482,49.04121,34.064255
node,337575024,village,Lazarivka,Лазарівка,Q4252872,49.03713,25.06359
node,337575030,village,Sloboda-Dolynska,Слобода-Долинська,Q4423492,49.0329066,24.0309886
node,337575037,locality,,Олександрівка Перша,Q4061365,49.0406573,36.1171716
node,337575045,village,Brodshchyna,Бродщина,Q4096799,49.0388428,34.3480685
node,337575053,village,Mateikove,Матейкове,Q4284708,49.0381676,27.950115
node,337575063,village,Zarichchia,Заріччя,Q4187433,49.038723,23.046545
node,337575070,village,Yanychi,Яничі,Q4196506,49.037609,32.557419
node,337575076,village,Konelski Khutory,Конельські Хутори,Q4230728,49.0356415,30.0458718
node,337575082,village,Kropyvnyk,Кропивник,Q4237662,49.034897,24.268967
node,337575091,village,Verkhnobohdanivka,Верхньобогданівка,Q4108316,49.0366911,39.4870125
node,337575096,village,Denezhnykove,Денежникове,Q4157888,49.0359,38.950241
node,337575116,town,Horishni Plavni,Горішні Плавні,Q998227,49.0140647,33.6330875
node,337575129,village,Krachkivka,Крачківка,Q4239920,49.0348305,30.4337832
node,337575134,village,Potoky,Потоки,Q4374866,49.035759,28.22765
node,337575146,village,Lisove,Лісове,Q4259853,49.0343007,30.5729397
node,337575152,village,Malokozyrshchyna,Малокозирщина,Q4278341,49.035069,35.288429
node,337575158,village,Virnopillia,Вірнопілля,Q4107945,49.0317863,37.1257969
node,337575161,village,Zoriane,Зоряне,Q4325072,49.0400463,35.0733158
node,337575171,village,Vodolaha,Водолага,Q4391743,49.034382,36.279598
node,337575177,village,Kalnyk,Кальник,Q2064160,49.0366188,29.3941039
node,337575181,village,Stare Pekelne,Старе Пекельне,Q4440316,49.034039,35.38628
node,337575185,village,Chychyrkozivka,Чичиркозівка,Q4516798,49.0341391,31.1296096
node,337575190,village,Parkhomivka,Пархомівка,Q4346252,49.033901,29.318024
node,337575194,village,Dovhopolivka,Довгополівка,Q4164667,49.032277,28.5285296
node,337575198,village,Mali Korostivtsi,Малі Коростівці,Q4507156,49.032677,28.007702
node,337575202,village,Khatky,Хатки,Q4496535,49.0323511,27.9376508
node,337575206,village,Hoshiv,Гошів,Q4147165,49.0335621,23.8829687
node,337575211,village,Ivanivka,Іванівка,Q304678,49.033352,36.487309
node,337575214,village,Barabashivka,Барабашівка,Q4077615,49.0300037,36.2416609
node,337575218,locality,Barannyky,Баранники,Q4077702,49.0238688,34.0185561
node,337575222,village,Robotivka,Роботівка,Q4386782,49.0333507,33.7644099
node,337575227,village,Karnaukhivka,Карнаухівка,Q4215530,49.0330156,37.040749
node,337575232,village,Chervona Dolyna,Червона Долина,Q4512062,49.0317432,36.0934742
node,337575235,village,Vilne,Вільне,Q4410129,49.019684,33.237122
node,337575239,village,Lebedivka,Лебедівка,Q4255858,49.0375402,31.9632818
node,337575243,village,Dzhuryn,Джурин,Q4160635,49.0328814,25.5838982
node,337575247,village,Kyshchentsi,Кищенці,Q4222716,49.0338367,30.251801
node,337575253,town,Vinkivtsi,Віньківці,Q2391347,49.0347398,27.2320952
node,337575256,village,Velykyi Karabchiiv,Великий Карабчіїв,Q4106515,49.032669,26.59927
node,337575262,village,Sivka-Kaluska,Сівка-Калуська,Q1001509,49.0261334,24.2943215
node,337575266,village,Hersevanivka,Герсеванівка,Q4137523,49.032318,36.334881
node,337575270,village,Zaleliia,Залелія,Q4185171,49.031853,34.453907
node,337575274,hamlet,Vilna,Вільна,Q4124512,49.032318,29.70875
node,337575280,village,Sloboda-Khodatska,Слобода-Ходацька,Q3621252,49.03232,27.42703
node,337575290,village,Nyzhnie Vysotske,Нижнє Висоцьке,Q4318794,49.031342,23.02879
node,337575294,village,Sokolivka,Соколівка,Q4427333,49.0327286,30.1310119
node,337575297,village,Berestove,Берестове,Q4084805,49.031639,35.902981
node,337575304,village,Stare Mazharove,Старе Мажарове,Q4440301,49.030224,35.45219
node,337575310,village,Bodnariv,Боднарів,Q4089985,49.0309228,24.5330087
node,337575315,village,Kudriashivka,Кудряшівка,Q4244654,49.031597,38.45108
node,337575322,village,Panske,Панське,Q4180904,49.031227,34.203548
node,337575326,village,Trylisy,Триліси,Q4463056,49.0242737,32.3771096
node,337575331,village,Bodnarivka,Боднарівка,Q4089986,49.0313762,26.1894999
node,337575334,village,Barysh,Бариш,Q736537,49.03129,25.27062
node,337575339,village,Ustia-Zelene,Устя-Зелене,Q4478613,49.0295527,24.964888
node,337575343,village,Chorna Kamianka,Чорна Кам’янка,Q4518609,49.0248146,30.5098487
node,337575347,village,Bubelnia,Бубельня,Q4180925,49.030949,29.65897
node,337575352,village,Sidava,Сідава,Q4418700,49.030949,28.16551
node,337575356,village,Yurkivtsi,Юрківці,Q4535015,49.030949,26.339041
node,337575361,village,Apollonivka,Аполлонівка,Q4068063,49.030609,36.007
node,337575366,village,Ryzhavka,Рижавка,Q4401738,49.030258,28.297689
node,337575369,hamlet,Kozakivka,Козаківка,Q4207593,49.0282806,28.761554
node,337575379,village,Slobidka-Skypchanska,Слобідка-Скипчанська,Q4423619,49.030163,26.539036
node,337575384,village,Tovstenke,Товстеньке,Q4459871,49.0262811,26.0593356
node,337575392,village,Ulianivka,Улянівка,Q3624060,49.02958,27.8215
node,337575398,village,Khodaky,Ходаки,Q3624067,49.02958,27.45552
node,337575403,village,Sulyhivka,Сулигівка,Q6714445,49.029228,37.246052
node,337575409,village,Rubizhne,Рубіжне,Q4512521,49.029228,36.287498
node,337575415,village,Kozyrshchyna,Козирщина,Q4229572,49.029228,35.296669
node,337575422,village,Huta-Shershnivska,Гута-Шершнівська,Q4152953,49.0306843,28.4542352
node,337575427,village,Chabanivka,Чабанівка,Q4506568,49.028896,38.748783
node,337575432,hamlet,Semenivka,Семенівка,Q4415937,49.028549,34.626499
node,337575440,village,Marianivka,Мар’янівка,Q4283577,49.0245541,29.0467557
node,337575446,village,Stavkova Balka,Ставкова Балка,Q4438958,49.0302943,36.8974365
node,337575452,village,Pryorilske,Приорільське,Q4380549,49.022785,35.160507
node,337575458,village,Kupchyntsi,Купчинці,Q4247656,49.0323625,29.4756301
node,337575466,village,Kadobna,Кадобна,Q4207304,49.0364,24.213926
node,337575476,village,Liubomyrka,Любомирка,Q4271887,49.027859,32.44125
node,337575482,village,Yazvynky,Язвинки,Q4536383,49.0272698,28.8138158
node,337575489,village,Korostivtsi,Коростівці,Q4234022,49.0278555,28.0336395
node,337575497,village,Mykolaivka,Миколаївка,Q4320286,49.027519,34.319229
node,337575503,village,Rozdory,Роздори,Q4388533,49.027168,36.370579
node,337575510,village,Tsvitova,Цвітова,Q4503511,49.02717,25.45292
node,337575515,village,Herynia,Гериня,Q4137656,49.0450524,23.8728751
node,337575520,village,Polianytsia,Поляниця,Q4371486,49.0277055,23.7046003
node,337575526,village,Vynohradivka,Виноградівка,Q4111830,49.026424,34.955387
node,337575532,village,Yuriivka,Юріївка,Q4535283,49.026497,34.661633
node,337575544,village,Tynna,Тинна,Q4467079,49.026489,26.72699
node,337575549,village,Nyzkolyzy,Низьколизи,Q4319506,49.0236116,25.040146
node,337575556,village,Dovhe,Довге,Q4164607,49.0347542,24.9198214
node,337575561,village,Sloboda-Cherniatynska,Слобода-Чернятинська,Q4423507,49.0258412,27.8865369
node,337575566,village,Nove Mazharove,Нове Мажарове,Q4323804,49.0253464,35.4749177
node,337575570,village,Kolisnyky,Колісники,Q4227734,49.025459,33.884918
node,337575575,village,Zamozhne,Заможне,Q3618668,49.0259984,27.7288491
node,337575585,hamlet,Haimarivka,Гаймарівка,Q4132042,49.027184,34.243244
node,337575589,village,Velesniv,Велеснів,Q4106160,49.0248946,25.17448
node,337575593,village,Sianky,Сянки,Q2067031,49.024811,22.902182
node,337575600,village,Livoberezhna Sokilka,Лівобережна Сокілка,Q4256720,49.0234604,34.2061609
node,337575605,village,Vasylivka,Василівка,Q4104233,49.0247699,29.2659546
node,337575609,village,Potush,Потуш,Q4374979,49.024769,28.647738
node,337575613,village,Komarivka,Комарівка,Q4229358,49.02477,25.10479
node,337575618,hamlet,Nozdrivka,Ноздрівка,Q4327059,49.0170283,39.6699591
node,337575625,village,Dubmaslivka,Дубмаслівка,Q4169304,49.03249,28.779543
node,337575633,village,Zhyznomyr,Жизномир,Q4180168,49.0277738,25.3809066
node,337575640,village,Lubnia,Лубня,Q749937,49.0254029,22.7218096
node,337575647,village,Dekonka,Деконка,Q4156987,49.013462,35.117188
node,337575654,village,Pravoberezhna Sokilka,Правобережна Сокілка,Q4376049,49.024078,34.142422
node,337575659,village,Zatoky,Затоки,Q3618672,49.0223665,27.7014425
node,337575667,village,Krykiv,Криків,Q4241012,49.024078,26.206511
node,337575673,village,Probizhna,Пробіжна,Q4379516,49.02408,25.99091
node,337575679,village,Katerynivka,Катеринівка,Q4217342,49.017925,35.877342
node,337575689,village,Polovynchyk,Половинчик,Q4370473,49.023739,29.748569
node,337575696,village,Marianivka,Мар’янівка,Q4283649,49.0209694,31.4737632
node,337575701,village,Horishnia Vyhnanka,Горішня Вигнанка,Q4144242,49.0234,25.80929
node,337575705,village,Mezhyhiria,Межигір’я,Q4288750,49.023949,23.108034
node,337575709,village,Zaliske,Заліське,Q4185243,49.0228791,30.7313736
node,337575713,village,Borskiv,Борсків,Q4094734,49.0233426,28.3842148
node,337575718,town,Dunaivtsi,Дунаївці,Q1020432,49.02305,26.84338
node,337575731,hamlet,Hadaii,Гадаї,Q4349485,49.0238535,29.5712134
node,337575740,village,Kabatnia,Кабатня,Q4206625,49.023575,29.238602
node,337575745,village,Yavoriv,Яворів,Q4536041,49.0148315,23.9485504
node,337575754,village,Stuzhytsia,Стужиця,Q549113,49.025318,22.603458
node,337575767,village,Babaikivka,Бабайківка,Q4074164,49.011034,34.5210515
node,337575773,village,Kosari,Косарі,Q4234781,49.020912,32.183662
node,337575780,village,Tiaziv,Тязів,Q6689516,49.022018,24.69315
node,337575787,village,Andriivka,Андріївка,Q4065640,49.024212,35.980736
node,337575792,village,Kamianuvatka,Кам’януватка,Q4211304,49.0239773,31.2722713
node,337575798,village,Shershni,Шершні,Q4523262,49.023987,28.428423
node,337575806,village,Chervona Poliana,Червона Поляна,Q4512107,49.0207621,36.9320981
node,337575814,village,Vyshneve,Вишневе,Q4493107,49.01725,35.307137
node,337575822,village,Stepanky,Степанки,Q3621700,49.0193275,27.8473464
node,337575827,village,Vistova,Вістова,Q4109660,49.022877,24.477125
node,337575842,village,Krasnenke,Красненьке,Q4238189,49.022606,29.134747
node,337575849,village,Nyzhnie,Нижнє,Q4318779,49.019581,22.999971
node,337575857,village,Skyrtiane,Скиртяне,Q4421887,49.020649,35.69046
node,337575865,village,Vysochanka,Височанка,Q4129594,49.0201706,24.5842308
node,337575873,hamlet,Pomazanivka,Помазанівка,Q4371643,49.02375,34.493977
node,337575878,village,Shvaikivtsi,Швайківці,Q4521605,49.02031,25.93117
node,337575886,village,Dovhenke,Довгеньке,Q4164452,49.019958,37.326389
node,337575895,village,Malovendelivka,Маловенделівка,Q4278100,49.019619,38.923191
node,337575901,village,Pylypy-Oleksandrivski,Пилипи-Олександрівські,Q4362754,49.0188591,27.1628168
node,337575906,village,Mykolaivka,Миколаївка,Q4320378,49.019279,36.45573
node,337575912,village,Tiapche,Тяпче,Q4468024,49.0204363,23.8978927
node,337575919,village,Zalissia,Залісся,Q4185280,49.01893,25.18581
node,337575924,village,Oleksandrivka,Олександрівка,Q4061313,49.018589,35.808559
node,337575931,village,Konelska Popivka,Конельська Попівка,Q4230723,49.0186294,30.083285
node,337575938,village,Luka,Лука,Q4268663,49.01859,24.98394
node,337575944,village,Krasna Hirka,Красна Гірка,Q4237944,49.01825,36.047169
node,337575950,town,Pereshchepyne,Перещепине,Q573621,49.01825,35.35915
node,337575956,village,Onopriivka,Онопріївка,Q4334965,49.01825,30.67074
node,337575961,village,Holubivka,Голубівка,Q4142482,49.0148456,27.9574855
node,337575968,village,Kamianka,Кам’янка,Q11734602,49.01339,23.579086
node,337575976,village,Voloshkove,Волошкове,Q4124127,49.01791,29.513399
node,337575984,village,Teolyn,Теолин,Q4454905,49.017559,29.945299
node,337575991,village,Zhuravlivka,Журавлівка,Q3618665,49.0177376,27.5803203
node,337575997,town,Bahacheve,Багачеве,Q219591,49.0172494,31.0618502
node,337576003,village,Stebne,Стебне,Q4441453,49.0202445,30.9724175
node,337576005,village,Tereshky,Терешки,Q3624034,49.019208,27.6135454
node,337576010,hamlet,Vyshchepanivka,Вищепанівка,Q4199833,49.01688,33.034168
node,337576014,village,Proskurivka,Проскурівка,Q4381001,49.01688,27.00989
node,337576018,village,Heorhiivka,Георгіївка,Q4135768,49.0172581,31.221316
node,337576026,village,Checheleve,Чечелеве,Q4515286,49.0161794,33.3956628
node,337576031,village,Kanonytske,Каноницьке,Q3620056,49.0173845,27.719673
node,337576036,village,Havryshivka,Гавришівка,Q3618407,49.0173945,27.6345052
node,337576042,village,Khalturina,Халтуріна,Q4495139,49.015495,35.944511
node,337576048,village,Katerynivka,Катеринівка,Q4217345,49.0168431,31.8297675
node,337576055,village,Pastushe,Пастуше,Q4346735,49.015933,25.8620265
node,337576064,village,Ripyntsi,Ріпинці,Q4393400,49.0155,25.43816
node,337576079,village,Vasylivka,Василівка,Q4104237,49.01516,34.241982
node,337576085,village,Makhnivka,Махнівка,Q4285790,49.0145171,33.7355337
node,337576090,village,Ternova,Тернова,Q4456000,49.0149352,26.7693533
node,337576097,town,Chemerivtsi,Чемерівці,Q2391379,49.0087176,26.3405624
node,337576105,village,Sydoriv,Сидорів,Q4418865,49.0151795,26.1652432
node,337576111,village,Stara Biletskivka,Стара Білецьківка,Q4439622,49.0199457,33.352348
node,337576116,locality,Nastyne,Настине,Q4314018,49.0109636,32.4513571
node,337576124,village,Meduvata,Медувата,Q4287871,49.0113254,30.0213318
node,337576131,hamlet,Buriakove,Бурякове,Q4100049,49.0121189,32.4932661
node,337576138,town,Tyvriv,Тиврів,Q2473589,49.0139727,28.507999
node,337576143,village,Kinne,Кінне,Q4230937,49.0134482,36.560779
node,337576148,village,Poltavske,Полтавське,Q4370844,49.0136853,36.2564595
node,337576154,village,Stara Osota,Стара Осота,Q4439743,49.0308538,32.2856028
node,337576160,village,Havrylivka,Гаврилівка,Q4131230,49.0131,38.676682
node,337576165,village,Yavoriv,Яворів,Q4536044,49.017105,22.938339
node,337576170,village,Hryhorosove,Григоросове,Q4149215,49.0133877,36.159658
node,337576173,village,Nykyforivtsi,Никифорівці,Q4319992,49.012169,28.690546
node,337576180,village,Vyshnivchyk,Вишнівчик,Q4112759,49.0204441,26.4741591
node,337576186,village,Novoselivka,Новоселівка,Q4325836,49.0162673,33.319893
node,337576193,town,Shpola,Шпола,Q145957,49.0132605,31.393139
node,337576203,village,Poberezhzhia,Побережжя,Q4366257,49.0218721,24.8275199
node,337576210,village,Oleksiivka,Олексіївка,Q4061812,49.01283,39.1751865
node,337576217,village,Petrashivka,Петрашівка,Q4360451,49.0119899,33.7606166
node,337576222,hamlet,Antonivka,Антонівка,Q4067439,49.006989,32.406048
node,337576227,village,Oleksandrivka,Олександрівка,Q4061270,49.01173,36.475979
node,337576233,hamlet,Hryneva,Гринева,Q4149615,49.01173,27.2612
node,337576238,village,Zavadivka,Завадівка,Q4182839,49.01173,26.51173
node,337576244,village,Kovalivka,Ковалівка,Q4225347,49.0217984,28.8885931
node,337576250,village,Soroky,Сороки,Q4429125,49.01138,25.364
node,337576254,village,Liadske,Лядське,Q4272548,49.01138,25.0746448
node,337576262,village,Kushchivka,Кущівка,Q4250357,49.01104,34.555431
node,337576273,village,Kharkivka,Харківка,Q4496224,49.0159377,30.3055542
node,337576280,hamlet,Petrivka,Петрівка,Q4360995,49.01104,28.220791
node,337576287,village,Mala Zhmerynka,Мала Жмеринка,Q4276879,49.01104,28.09959
node,337576295,village,Zvorets,Зворець,Q4189710,49.006203,23.069914
node,337576301,village,Suprunivka,Супрунівка,Q4446380,49.011795,28.775473
node,337576309,village,Lysa Hora,Лиса Гора,Q4270641,49.010818,29.198158
node,337576315,village,Maianiv,Маянів,Q4286424,49.0107,28.32172
node,337576323,village,Zavadka,Завадка,Q4182824,49.014648,23.167084
node,337576330,village,Zahorb,Загорб,Q749458,49.009743,22.659492
node,337576337,village,Skalyvatka,Скаливатка,Q4421476,49.0023927,31.0292143
node,337576345,village,Korostiv,Коростів,Q4234013,49.011017,23.4290976
node,337576351,village,Nova Mechebylivka,Нова Мечебилівка,Q4322196,49.00967,36.6376809
node,337576357,village,Zhukivtsi,Жуківці,Q4181566,49.010025,28.18891
node,337576364,village,Viktorivka,Вікторівка,Q4111091,49.00967,26.237761
node,337576370,village,Stryhantsi,Стриганці,Q4443939,49.009377,24.906515
node,337576377,village,Rosokhach,Росохач,Q4397866,49.005382,23.2106173
node,337576384,village,Lytvyny,Литвини,Q2086040,49.00898,34.30035
node,337576392,village,Klishchiv,Кліщів,Q4223507,49.009136,28.564463
node,337576399,locality,,Довгий Яр,Q4164497,49.00864,37.19627
node,337576405,village,Yurkivka,Юрківка,Q4534989,49.007862,31.072763
node,337576411,village,Ruban,Рубань,Q4398983,49.00864,28.971979
node,337576418,village,Hrytskiv,Грицьків,Q4149818,49.00864,26.566999
node,337576424,village,Piilo,Пійло,Q4362522,49.0027521,24.3073727
node,337576430,village,Kuzmyne,Кузьмине,Q4245421,49.006535,38.150936
node,337576440,village,Luka,Лука,Q4268655,49.0165994,28.7172363
node,337576447,village,Bukovets,Буковець,Q4098607,49.0053601,23.6842424
node,337576454,hamlet,Nyzhnii Sukhodil,Нижній Суходіл,Q4319195,49.00761,38.732639
node,337576463,village,Vershatsi,Вершаці,Q4109229,49.008675,32.614002
node,337576471,village,Polivtsi,Полівці,Q4369687,49.0079408,25.5789522
node,337576477,village,Pomirtsi,Помірці,Q4371725,49.00761,25.4409
node,337576483,village,Verkhovyna-Bystra,Верховина-Бистра,Q820630,49.010117,22.77729
node,337576490,village,Maidan,Майдан,Q4274739,49.008221,24.571548
node,337576496,village,Rakhynia,Рахиня,Q4391110,48.998394,24.035339
node,337576501,village,Semyhiria,Семигір’я,Q4415443,49.0106358,32.8994141
node,337576508,village,Chervone,Червоне,Q4512238,49.005566,37.002251
node,337576513,village,Satanivka,Сатанівка,Q4408976,49.00658,29.70154
node,337576520,village,Mitsivtsi,Міцівці,Q4298237,49.00658,26.8911
node,337576525,village,Bezpaltseve,Безпальцеве,Q4085700,49.0062356,36.72901
node,337576530,village,Shydlivtsi,Шидлівці,Q4523696,49.00623,26.21063
node,337576538,hamlet,Petro-Markivka,Петро-Марківка,Q4360630,49.0078746,29.6673384
node,337576545,village,Rosokhovata,Росоховата,Q4397870,49.0045669,29.6216079
node,337576551,village,Hannusivka,Ганнусівка,Q4133343,49.00589,24.807131
node,337576559,village,Dibrova,Діброва,Q4161115,49.00589,23.9811
node,337576567,village,Semenky,Семенки,Q3621242,49.0048966,27.6443802
node,337576572,village,Kryvenke,Кривеньке,Q4240672,49.0039738,26.1085427
node,337576587,village,Cherkavshchyna,Черкавщина,Q4513004,48.996683,25.7016306
node,337576596,village,Holyn,Голинь,Q4142701,49.005611,24.248028
node,337576602,town,Dashiv,Дашів,Q2653301,49.002801,29.4403131
node,337576607,village,Sokolyntsi,Соколинці,Q4427035,49.009678,28.590462
node,337576614,village,Bryhydivka,Бригидівка,Q3618273,49.0052,27.40952
node,337576619,village,Yampilchyk,Ямпільчик,Q4537734,49.005199,26.396709
node,337576625,village,Semylanne,Семиланне,Q4415469,49.0048508,36.978254
node,337576631,village,Svichanivka,Свічанівка,Q4410591,49.00486,35.2591872
node,337576636,village,Letychivka,Летичівка,Q4260061,49.010891,29.80426
node,337576640,village,Zadilske,Задільське,Q4183897,48.98925,23.133234
node,337576644,town,Rubizhne,Рубіжне,Q922375,49.0329045,38.3725819
node,337576651,village,Matviikha,Матвіїха,Q4284658,49.0048437,29.894462
node,337576658,village,Popasne,Попасне,Q4372192,49.004169,38.83358
node,337576664,village,Novopetrivka,Новопетрівка,Q4324902,49.003624,34.954147
node,337576672,village,Komarnyky,Комарники,Q4229259,48.994015,23.046091
node,337576684,village,Proshchurady,Прощуради,Q4382397,49.0032085,33.9986267
node,337576691,village,Sadky,Садки,Q4404577,49.00407,33.4751369
node,337576703,hamlet,Povody,Поводи,Q4366441,49.0048422,34.0493306
node,337576708,village,Yurchykha,Юрчиха,Q4535217,49.001991,32.117249
node,337576712,village,Mysliv,Мислів,Q4309524,49.0039273,24.5001162
node,337576715,village,Oleksandrivka,Олександрівка,Q4061233,49.0005513,27.91879
node,337576721,village,Kornachivka,Корначівка,Q4233237,49.0031097,27.0770478
node,337576727,village,Malamivka,Маламівка,Q4276541,49.002464,33.3861348
node,337576734,village,Makiivka,Макіївка,Q4275678,49.0035439,31.663805
node,337576741,village,Dibrova,Діброва,Q4512044,49.002506,38.114231
node,337576748,village,Tavezhnia,Тавежня,Q4449387,49.00211,35.714828
node,337576753,village,Mali Buchky,Малі Бучки,Q4278569,49.00211,35.530128
node,337576764,village,Tserkivna,Церківна,Q4504535,49.0002649,23.791188
node,337576772,village,Motryne,Мотрине,Q4304929,49.00177,33.836521
node,337576775,village,Ivanivka,Іванівка,Q99412,49.00143,36.86634
